N. Baptiste;$740,000;Sabres;WAIVER EXEMPT
William Carrier;$710,556;Sabres;WAIVER EXEMPT
Zac Dalpe;$700,000;Sabres;WAIVER EXEMPT
Tyson Strachan;$650,000;Sabres;WAIVER EXEMPT
Luke Adam;$650,000;Sabres;WAIVER EXEMPT
Justin Kea;$646,667;Sabres;WAIVER EXEMPT
J. S.-Thomas;$640,000;Sabres;WAIVER EXEMPT
N. DesLauriers;$637,500;Sabres;WAIVER EXEMPT
J. G.-Leduc;$635,000;Sabres;WAIVER EXEMPT
Brady Austin;$626,667;Sabres;WAIVER EXEMPT
Daniel Catenacci;$611,667;Sabres;WAIVER EXEMPT
Kevin Sundher;$610,000;Sabres;WAIVER EXEMPT
Colin Jacobs;$591,667;Sabres;WAIVER EXEMPT
Nathan Lieuwen;$588,333;Sabres;WAIVER EXEMPT
Phil Varone;$586,667;Sabres;WAIVER EXEMPT
Andrey Makarov;$580,556;Sabres;WAIVER EXEMPT
Matt Ellis;$550,000;Sabres;WAIVER EXEMPT
Drew Bagnall;$550,000;Sabres;WAIVER EXEMPT
Nick Crawford;Not signed;Sabres;WAIVER EXEMPT
Jiri Hudler;$4,000,000;Flames;Forwards
David Jones;$4,000,000;Flames;Forwards
Mason Raymond;$3,150,000;Flames;Forwards
Matt Stajan;$3,125,000;Flames;Forwards
Curtis Glencross;$2,550,000;Flames;Forwards
Mikael Backlund;$1,500,000;Flames;Forwards
Joe Colborne;$1,275,000;Flames;Forwards
Brandon Bollig;$1,250,000;Flames;Forwards
Sean Monahan;$925,000;Flames;WAIVER EXEMPT
Johnny Gaudreau;$925,000;Flames;WAIVER EXEMPT
Lance Bouma;$775,000;Flames;WAIVER EXEMPT
Devin Setoguchi;$750,000;Flames;WAIVER EXEMPT
Brian McGrattan;$750,000;Flames;WAIVER EXEMPT
Paul Byron;$600,000;Flames;WAIVER EXEMPT
Kevin Westgarth;Not signed;Flames;WAIVER EXEMPT
Dennis Wideman;$5,250,000;Flames;Defensemen
Mark Giordano;$4,020,000;Flames;Defensemen
Ladislav Smid;$3,500,000;Flames;Defensemen
Deryk Engelland;$2,916,667;Flames;Defensemen
Kris Russell;$2,600,000;Flames;Defensemen
T.J. Brodie;$2,125,000;Flames;Defensemen
Jonas Hiller;$4,500,000;Flames;Goaltenders
Karri Ramo;$2,750,000;Flames;Goaltenders
T. Wotherspoon;$925,000;Flames;WAIVER EXEMPT
Josh Jooris;$925,000;Flames;WAIVER EXEMPT
Sam Bennett;$925,000;Flames;WAIVER EXEMPT
B. Van Brabant;$912,500;Flames;WAIVER EXEMPT
Corban Knight;$900,000;Flames;WAIVER EXEMPT
Sven Baertschi;$894,167;Flames;WAIVER EXEMPT
Patrick Sieloff;$894,167;Flames;WAIVER EXEMPT
Morgan Klimchuk;$894,167;Flames;WAIVER EXEMPT
Emile Poirier;$894,167;Flames;WAIVER EXEMPT
Bill Arnold;$887,500;Flames;WAIVER EXEMPT
David Wolf;$867,500;Flames;WAIVER EXEMPT
Ben Hanowski;$850,500;Flames;WAIVER EXEMPT
Kenneth Agostino;$845,000;Flames;WAIVER EXEMPT
Markus Granlund;$767,500;Flames;WAIVER EXEMPT
Sena Acolatse;$700,000;Flames;WAIVER EXEMPT
John Ramage;$690,000;Flames;WAIVER EXEMPT
Keegan Kanzig;$661,667;Flames;WAIVER EXEMPT
Mark Cundari;$660,000;Flames;WAIVER EXEMPT
Brett Kulak;$656,667;Flames;WAIVER EXEMPT
Ryan Culkin;$656,667;Flames;WAIVER EXEMPT
Max Reinhart;$618,333;Flames;WAIVER EXEMPT
Michael Ferland;$612,222;Flames;WAIVER EXEMPT
Joni Ortio;$600,000;Flames;WAIVER EXEMPT
Turner Elson;$565,000;Flames;WAIVER EXEMPT
Brad Thiessen;$550,000;Flames;WAIVER EXEMPT
Chad Billins;Not signed;Flames;WAIVER EXEMPT
Olivier Roy;Not signed;Flames;WAIVER EXEMPT
James Martin;Not signed;Flames;WAIVER EXEMPT
David Eddy;Not signed;Flames;WAIVER EXEMPT
Eric Staal;$8,250,000;Hurricanes;Forwards
Alexander Semin;$7,000,000;Hurricanes;Forwards
Jordan Staal;$6,000,000;Hurricanes;2023
Jeff Skinner;$5,725,000;Hurricanes;2023
Jiri Tlusty;$2,950,000;Hurricanes;2023
Nathan Gerbe;$1,750,000;Hurricanes;2023
Jay McClement;$1,000,000;Hurricanes;2023
Elias Lindholm;$925,000;Hurricanes;WAIVER EXEMPT
Patrick Dwyer;$900,000;Hurricanes;WAIVER EXEMPT
Brad Malone;$650,000;Hurricanes;WAIVER EXEMPT
Riley Nash;$575,000;Hurricanes;WAIVER EXEMPT
Andrei Loktionov;Not signed;Hurricanes;WAIVER EXEMPT
Drayson Bowman;Not signed;Hurricanes;WAIVER EXEMPT
Radek Dvorak;Not signed;Hurricanes;WAIVER EXEMPT
Justin Faulk;$4,833,333;Hurricanes;Defensemen
J. Liles;$3,875,000;Hurricanes;Defensemen
Ron Hainsey;$2,833,333;Hurricanes;Defensemen
Andrej Sekera;$2,750,000;Hurricanes;Defensemen
Jay Harrison;$1,500,000;Hurricanes;Defensemen
Tim Gleason;$1,200,000;Hurricanes;Defensemen
Ryan Murphy;$863,333;Hurricanes;WAIVER EXEMPT
Brett Bellemore;$600,000;Hurricanes;WAIVER EXEMPT
Joni Pitkanen;Not signed;Hurricanes;WAIVER EXEMPT
Mike Komisarek;Not signed;Hurricanes;WAIVER EXEMPT
Cam Ward;$6,300,000;Hurricanes;Goaltenders
Anton Khudobin;$2,250,000;Hurricanes;Goaltenders
Tuomo Ruutu;$950,000;Hurricanes;Retained Transactions
Haydn Fleury;$925,000;Hurricanes;WAIVER EXEMPT
P. Di Giuseppe;$817,500;Hurricanes;WAIVER EXEMPT
Brock McGinn;$811,667;Hurricanes;WAIVER EXEMPT
Danny Biega;$755,000;Hurricanes;WAIVER EXEMPT
Keegan Lowe;$738,333;Hurricanes;WAIVER EXEMPT
D. Altshuller;$728,333;Hurricanes;WAIVER EXEMPT
Brendan Woods;$725,000;Hurricanes;WAIVER EXEMPT
Victor Rask;$680,833;Hurricanes;WAIVER EXEMPT
Trevor Carrick;$675,000;Hurricanes;WAIVER EXEMPT
Erik Karlsson;$661,667;Hurricanes;WAIVER EXEMPT
Patrick Brown;$652,500;Hurricanes;WAIVER EXEMPT
Dennis Robertson;$622,500;Hurricanes;WAIVER EXEMPT
Austin Levi;$608,333;Hurricanes;WAIVER EXEMPT
Zach Boychuk;$600,000;Hurricanes;WAIVER EXEMPT
Chris Terry;$600,000;Hurricanes;WAIVER EXEMPT
Drew MacIntyre;$600,000;Hurricanes;WAIVER EXEMPT
Greg Nemisz;$600,000;Hurricanes;WAIVER EXEMPT
Ben Holmstrom;$600,000;Hurricanes;WAIVER EXEMPT
Justin Shugg;$600,000;Hurricanes;WAIVER EXEMPT
Carter Sandlak;$595,000;Hurricanes;WAIVER EXEMPT
S. Tolchinsky;$591,667;Hurricanes;WAIVER EXEMPT
Brody Sutter;$576,667;Hurricanes;WAIVER EXEMPT
Rasmus Rissanen;$575,000;Hurricanes;WAIVER EXEMPT
Beau Schmitz;$558,333;Hurricanes;WAIVER EXEMPT
Michal Jordan;$550,000;Hurricanes;WAIVER EXEMPT
Jared Staal;$550,000;Hurricanes;WAIVER EXEMPT
Aaron Palushaj;Not signed;Hurricanes;WAIVER EXEMPT
N. Blanchard;Not signed;Hurricanes;WAIVER EXEMPT
Patrick Kane;$6,300,000;Blackhawks;2023
Jonathan Toews;$6,300,000;Blackhawks;2023
Patrick Sharp;$5,900,000;Blackhawks;2023
Marian Hossa;$5,275,000;Blackhawks;2021
Bryan Bickell;$4,000,000;Blackhawks;2021
Kris Versteeg;$2,200,000;Blackhawks;2021
Brad Richards;$2,000,000;Blackhawks;2021
Andrew Shaw;$2,000,000;Blackhawks;2021
Ben Smith;$1,500,000;Blackhawks;2021
Marcus Kruger;$1,325,000;Blackhawks;2021
Teuvo Teravainen;$894,167;Blackhawks;WAIVER EXEMPT
Jeremy Morin;$800,000;Blackhawks;WAIVER EXEMPT
Brandon Saad;$764,167;Blackhawks;WAIVER EXEMPT
Peter Regin;$650,000;Blackhawks;WAIVER EXEMPT
Michal Handzus;Not signed;Blackhawks;WAIVER EXEMPT
Brent Seabrook;$5,800,000;Blackhawks;Defensemen
Duncan Keith;$5,538,462;Blackhawks;2023
N. Hjalmarsson;$4,100,000;Blackhawks;2023
Johnny Oduya;$3,375,000;Blackhawks;2023
Nick Leddy;$2,700,000;Blackhawks;2023
Michal Rozsival;$2,200,000;Blackhawks;2023
David Rundblad;$785,000;Blackhawks;2023
S. Brookbank;Not signed;Blackhawks;2023
Corey Crawford;$6,000,000;Blackhawks;Goaltenders
Antti Raanta;$750,000;Blackhawks;WAIVER EXEMPT
N. Khabibulin;Not signed;Blackhawks;WAIVER EXEMPT
Matt Carey;$925,000;Blackhawks;WAIVER EXEMPT
T. Van Riemsdyk;$925,000;Blackhawks;WAIVER EXEMPT
Ryan Hartman;$894,167;Blackhawks;WAIVER EXEMPT
Phillip Danault;$863,333;Blackhawks;WAIVER EXEMPT
Mark McNeill;$863,333;Blackhawks;WAIVER EXEMPT
Stephen Johns;$800,000;Blackhawks;WAIVER EXEMPT
Dennis Rasmussen;$792,500;Blackhawks;WAIVER EXEMPT
Adam Clendening;$742,500;Blackhawks;WAIVER EXEMPT
Dillon Fournier;$709,167;Blackhawks;WAIVER EXEMPT
M. Brisebois;$655,000;Blackhawks;WAIVER EXEMPT
Alex Broadhurst;$643,333;Blackhawks;WAIVER EXEMPT
Garret Ross;$636,667;Blackhawks;WAIVER EXEMPT
Kent Simpson;$631,667;Blackhawks;WAIVER EXEMPT
Viktor Svedberg;$620,000;Blackhawks;WAIVER EXEMPT
Mac Carruth;$616,667;Blackhawks;WAIVER EXEMPT
Joakim Nordstrom;$616,667;Blackhawks;WAIVER EXEMPT
Klas Dahlbeck;$613,333;Blackhawks;WAIVER EXEMPT
Kyle Cumiskey;$600,000;Blackhawks;WAIVER EXEMPT
Drew LeBlanc;$575,000;Blackhawks;WAIVER EXEMPT
Scott Darling;$570,000;Blackhawks;WAIVER EXEMPT
B. Mashinter;$562,500;Blackhawks;WAIVER EXEMPT
Cody Bass;$550,000;Blackhawks;WAIVER EXEMPT
Michael Leighton;$550,000;Blackhawks;WAIVER EXEMPT
P. Labrie;$550,000;Blackhawks;WAIVER EXEMPT
Theo Peckham;Not signed;Blackhawks;WAIVER EXEMPT
Brad Mills;Not signed;Blackhawks;WAIVER EXEMPT
Matt Duchene;$6,000,000;Avalanche;Forwards
Ryan O'Reilly;$6,000,000;Avalanche;Forwards
G. Landeskog;$5,571,429;Avalanche;2021
Jarome Iginla;$5,333,333;Avalanche;2021
Daniel Briere;$4,000,000;Avalanche;2021
Alex Tanguay;$3,500,000;Avalanche;2021
Jamie McGinn;$2,950,000;Avalanche;2021
John Mitchell;$1,800,000;Avalanche;2021
Maxime Talbot;$1,750,000;Avalanche;2021
Cody McLeod;$1,150,000;Avalanche;2021
P. Bordeleau;$1,000,000;Avalanche;2021
Nathan MacKinnon;$925,000;Avalanche;WAIVER EXEMPT
Jesse Winchester;$900,000;Avalanche;WAIVER EXEMPT
M. Cliche;$700,000;Avalanche;WAIVER EXEMPT
Erik Johnson;$3,750,000;Avalanche;Defensemen
Brad Stuart;$3,600,000;Avalanche;Defensemen
Jan Hejda;$3,250,000;Avalanche;Defensemen
Tyson Barrie;$2,600,000;Avalanche;Defensemen
Ryan Wilson;$2,250,000;Avalanche;Defensemen
Nate Guenin;$800,000;Avalanche;Defensemen
Zach Redmond;$750,000;Avalanche;Defensemen
Nick Holden;$600,000;Avalanche;Defensemen
Cory Sarich;Not signed;Avalanche;Defensemen
Semyon Varlamov;$5,900,000;Avalanche;Goaltenders
Reto Berra;$1,450,000;Avalanche;Goaltenders
Chris Bigras;$874,167;Avalanche;WAIVER EXEMPT
Duncan Siemens;$863,333;Avalanche;WAIVER EXEMPT
Joey Hishon;$850,500;Avalanche;WAIVER EXEMPT
Stefan Elliott;$850,500;Avalanche;WAIVER EXEMPT
Mitchell Heard;$836,667;Avalanche;WAIVER EXEMPT
Calvin Pickard;$813,333;Avalanche;WAIVER EXEMPT
Paul Carey;$715,000;Avalanche;WAIVER EXEMPT
Sami Aittokallio;$683,333;Avalanche;WAIVER EXEMPT
Bruno Gervais;$650,000;Avalanche;WAIVER EXEMPT
Ben Street;$650,000;Avalanche;WAIVER EXEMPT
Troy Bourke;$631,667;Avalanche;WAIVER EXEMPT
Colin Smith;$628,333;Avalanche;WAIVER EXEMPT
Maxim Noreau;$625,000;Avalanche;WAIVER EXEMPT
Borna Rendulic;$622,500;Avalanche;WAIVER EXEMPT
Garrett Meurs;$621,667;Avalanche;WAIVER EXEMPT
Cody Corbett;$616,667;Avalanche;WAIVER EXEMPT
Dennis Everberg;$612,500;Avalanche;WAIVER EXEMPT
Karl Stollery;$605,000;Avalanche;WAIVER EXEMPT
Trevor Cheek;$598,333;Avalanche;WAIVER EXEMPT
Gabriel Beaupre;$591,667;Avalanche;WAIVER EXEMPT
Andrew Agozzino;$590,000;Avalanche;WAIVER EXEMPT
Markus Lauridsen;$590,000;Avalanche;WAIVER EXEMPT
Samuel Henley;$586,667;Avalanche;WAIVER EXEMPT
Roman Will;$572,500;Avalanche;WAIVER EXEMPT
M. Sgarbossa;$556,667;Avalanche;WAIVER EXEMPT
Kieran Millan;Not signed;Avalanche;WAIVER EXEMPT
J.T. Wyman;Not signed;Avalanche;WAIVER EXEMPT
Nathan Horton;$5,300,000;Bluejackets;Forwards
Scott Hartnell;$4,750,000;Bluejackets;Forwards
Brandon Dubinsky;$4,200,000;Bluejackets;2021
Artem Anisimov;$3,283,333;Bluejackets;2021
Nick Foligno;$3,083,333;Bluejackets;2021
Jared Boll;$1,700,000;Bluejackets;2021
Mark Letestu;$1,250,000;Bluejackets;2021
Cam Atkinson;$1,150,000;Bluejackets;2021
Matt Calvert;$987,500;Bluejackets;2021
S. Hjalmarsson;$925,000;Bluejackets;WAIVER EXEMPT
Boone Jenner;$778,333;Bluejackets;WAIVER EXEMPT
Brian Gibbons;$750,000;Bluejackets;WAIVER EXEMPT
Corey Tropp;$625,000;Bluejackets;WAIVER EXEMPT
Ryan Johansen;Not signed;Bluejackets;WAIVER EXEMPT
James Wisniewski;$5,500,000;Bluejackets;Defensemen
Fedor Tyutin;$4,500,000;Bluejackets;Defensemen
Jack Johnson;$4,357,143;Bluejackets;Defensemen
David Savard;$1,300,000;Bluejackets;Defensemen
Dalton Prout;$1,075,000;Bluejackets;Defensemen
Ryan Murray;$894,167;Bluejackets;WAIVER EXEMPT
Tim Erixon;$600,000;Bluejackets;WAIVER EXEMPT
Sergei Bobrovsky;$5,625,000;Bluejackets;Goaltenders
C. McElhinney;$650,000;Bluejackets;Goaltenders
Marko Dano;$925,000;Bluejackets;WAIVER EXEMPT
A. Wennberg;$925,000;Bluejackets;WAIVER EXEMPT
Kerby Rychel;$894,167;Bluejackets;WAIVER EXEMPT
Jerry D'Amigo;$850,500;Bluejackets;WAIVER EXEMPT
Oscar Dansk;$775,833;Bluejackets;WAIVER EXEMPT
Joonas Korpisalo;$742,500;Bluejackets;WAIVER EXEMPT
T.J. Tynan;$717,500;Bluejackets;WAIVER EXEMPT
Michael Chaput;$706,667;Bluejackets;WAIVER EXEMPT
Josh Anderson;$678,333;Bluejackets;WAIVER EXEMPT
O. Bjorkstrand;$678,333;Bluejackets;WAIVER EXEMPT
Daniel Zaar;$666,667;Bluejackets;WAIVER EXEMPT
Dana Tyrell;$655,000;Bluejackets;WAIVER EXEMPT
Anton Forsberg;$655,000;Bluejackets;WAIVER EXEMPT
Cody Goloubef;$625,000;Bluejackets;WAIVER EXEMPT
Austin Madaisky;$621,667;Bluejackets;WAIVER EXEMPT
Sean Collins;$620,000;Bluejackets;WAIVER EXEMPT
Lukas Sedlak;$613,333;Bluejackets;WAIVER EXEMPT
Ryan Craig;$600,000;Bluejackets;WAIVER EXEMPT
Will Weber;$600,000;Bluejackets;WAIVER EXEMPT
Thomas Larkin;$600,000;Bluejackets;WAIVER EXEMPT
F. S.-Denis;$550,000;Bluejackets;WAIVER EXEMPT
Ilari Melart;Not signed;Bluejackets;WAIVER EXEMPT
Jake Hansen;Not signed;Bluejackets;WAIVER EXEMPT
Oliver Gabriel;Not signed;Bluejackets;WAIVER EXEMPT
Matt Taormina;Not signed;Bluejackets;WAIVER EXEMPT
Paul Thompson;Not signed;Bluejackets;WAIVER EXEMPT
Jason Spezza;$7,000,000;Stars;Forwards
Tyler Seguin;$5,750,000;Stars;Forwards
Shawn Horcoff;$5,500,000;Stars;Forwards
Jamie Benn;$5,250,000;Stars;Forwards
Erik Cole;$4,500,000;Stars;Forwards
Ales Hemsky;$4,000,000;Stars;Forwards
Rich Peverley;$3,250,000;Stars;Forwards
Antoine Roussel;$2,000,000;Stars;Forwards
Ryan Garbutt;$1,800,000;Stars;Forwards
Vernon Fiddler;$1,250,000;Stars;Forwards
V. Nichushkin;$925,000;Stars;WAIVER EXEMPT
Patrick Eaves;$650,000;Stars;WAIVER EXEMPT
Colton Sceviour;$650,000;Stars;WAIVER EXEMPT
Cody Eakin;Not signed;Stars;WAIVER EXEMPT
Ray Whitney;Not signed;Stars;WAIVER EXEMPT
Sergei Gonchar;$5,000,000;Stars;Defensemen
Alex Goligoski;$4,600,000;Stars;Defensemen
Trevor Daley;$3,300,000;Stars;Defensemen
Jordie Benn;$700,000;Stars;Defensemen
Kevin Connauton;$683,333;Stars;Defensemen
Brenden Dillon;Not signed;Stars;Defensemen
Kari Lehtonen;$5,900,000;Stars;Goaltenders
Anders Lindback;$925,000;Stars;Goaltenders
Tim Thomas;Not signed;Stars;Goaltenders
Ludwig Karlsson;$925,000;Stars;WAIVER EXEMPT
Jason Dickinson;$925,000;Stars;WAIVER EXEMPT
Julius Honka;$925,000;Stars;WAIVER EXEMPT
Jamie Oleksiak;$894,167;Stars;WAIVER EXEMPT
Radek Faksa;$863,333;Stars;WAIVER EXEMPT
Taylor Peters;$853,333;Stars;WAIVER EXEMPT
Brett Ritchie;$814,167;Stars;WAIVER EXEMPT
Ludvig Bystrom;$775,000;Stars;WAIVER EXEMPT
Patrik Nemeth;$763,333;Stars;WAIVER EXEMPT
Esa Lindell;$745,833;Stars;WAIVER EXEMPT
Jack Campbell;$740,000;Stars;WAIVER EXEMPT
John Klingberg;$713,333;Stars;WAIVER EXEMPT
P. Desrosiers;$684,167;Stars;WAIVER EXEMPT
Jyrki Jokipakka;$666,667;Stars;WAIVER EXEMPT
Emil Molin;$660,000;Stars;WAIVER EXEMPT
Cameron Gaunce;$650,000;Stars;WAIVER EXEMPT
Scott Glennie;$650,000;Stars;WAIVER EXEMPT
Curtis McKenzie;$645,000;Stars;WAIVER EXEMPT
Gemel Smith;$645,000;Stars;WAIVER EXEMPT
Branden Troock;$636,667;Stars;WAIVER EXEMPT
Henri Kiviaho;$611,667;Stars;WAIVER EXEMPT
Justin Dowling;$610,000;Stars;WAIVER EXEMPT
Brendan Ranford;$610,000;Stars;WAIVER EXEMPT
Matej Stransky;$608,333;Stars;WAIVER EXEMPT
Troy Vance;$608,333;Stars;WAIVER EXEMPT
Maxime Lagace;$581,667;Stars;WAIVER EXEMPT
Jussi Rynnas;$562,500;Stars;WAIVER EXEMPT
Travis Morin;$550,000;Stars;WAIVER EXEMPT
Toby Petersen;Not signed;Stars;WAIVER EXEMPT
Francis Wathier;Not signed;Stars;WAIVER EXEMPT
Tristan King;Not signed;Stars;WAIVER EXEMPT
Pavel Datsyuk;$7,500,000;Redwings;Forwards
H. Zetterberg;$6,083,333;Redwings;2021
Stephen Weiss;$4,900,000;Redwings;2021
Johan Franzen;$3,954,545;Redwings;2021
Tomas Tatar;$2,750,000;Redwings;2021
Darren Helm;$2,125,000;Redwings;2021
J. Abdelkader;$1,800,000;Redwings;2021
